,og_img,box_img,features0,features1,features2,Type
37,https://storage.googleapis.com/multiclass_classification/wheat/detections/0227b4cc5f1a1163d0649a034f64bd576b7d01c87a2d41e0aaac272aa3925fe8.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/0227b4cc5f1a1163d0649a034f64bd576b7d01c87a2d41e0aaac272aa3925fe8.png,-33.112583,-10.964989,-10.964989,TRAIN
38,https://storage.googleapis.com/multiclass_classification/wheat/detections/023adce8e3609f3309907493c86f6b4cf0c147feb4899b50b41229b3dde557f8.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/023adce8e3609f3309907493c86f6b4cf0c147feb4899b50b41229b3dde557f8.png,9.309573,-29.656197,-29.656197,TRAIN
39,https://storage.googleapis.com/multiclass_classification/wheat/detections/023ae35cda3d1c88e59f1765b672bfbdbf062b6e7a5b43423d88e01c2a2879c2.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/023ae35cda3d1c88e59f1765b672bfbdbf062b6e7a5b43423d88e01c2a2879c2.png,-25.515352,-32.618618,-32.618618,TRAIN
40,https://storage.googleapis.com/multiclass_classification/wheat/detections/025d464c248c707535ae96634a2d2837e827812b664b3d06830d7b42d3650bb0.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/025d464c248c707535ae96634a2d2837e827812b664b3d06830d7b42d3650bb0.png,-25.309097,-22.450396,-22.450396,TRAIN
41,https://storage.googleapis.com/multiclass_classification/wheat/detections/02603473c2ed72d6576eef25461de17631146dc005538b4e7f072890d96c3634.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/02603473c2ed72d6576eef25461de17631146dc005538b4e7f072890d96c3634.png,-27.362564,-9.498644,-9.498644,TRAIN
42,https://storage.googleapis.com/multiclass_classification/wheat/detections/02e66102014c168b2707888c3d0a48a5f139360c1cbc9b2b06b3897d1b665344.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/02e66102014c168b2707888c3d0a48a5f139360c1cbc9b2b06b3897d1b665344.png,-41.077232,-20.71259,-20.71259,TRAIN
43,https://storage.googleapis.com/multiclass_classification/wheat/detections/02f26f4df7ff60039763d9f2b9eb016dd8c9ffc93fdd29cd8feabce346ef6943.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/02f26f4df7ff60039763d9f2b9eb016dd8c9ffc93fdd29cd8feabce346ef6943.png,17.62967,-17.614302,-17.614302,TRAIN
44,https://storage.googleapis.com/multiclass_classification/wheat/detections/0303674f396eeb2e1c4e22ba8f853374af395c99db37c8cc3a6d1b11c1a2a042.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/0303674f396eeb2e1c4e22ba8f853374af395c99db37c8cc3a6d1b11c1a2a042.png,1.094787,-33.71361,-33.71361,TRAIN
45,https://storage.googleapis.com/multiclass_classification/wheat/detections/031ce79bd1cb44ad4f411f07ab2e0262d732003732be89f28eae0f0f0a489193.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/031ce79bd1cb44ad4f411f07ab2e0262d732003732be89f28eae0f0f0a489193.png,-50.972958,5.9772525,5.9772525,TRAIN
46,https://storage.googleapis.com/multiclass_classification/wheat/detections/0325a9d30aac37dd51772dc4e29bedc349a987d9af58fcdc9818ad3ebb70cd16.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/0325a9d30aac37dd51772dc4e29bedc349a987d9af58fcdc9818ad3ebb70cd16.png,-42.08292,-25.528137,-25.528137,TRAIN
47,https://storage.googleapis.com/multiclass_classification/wheat/detections/0336af12f0199ffa9c750765711b4b262f2a2ad07b0aea76510a2e55630d7a02.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/0336af12f0199ffa9c750765711b4b262f2a2ad07b0aea76510a2e55630d7a02.png,20.633337,42.295338,42.295338,TRAIN
48,https://storage.googleapis.com/multiclass_classification/wheat/detections/033d409b215f4f7521d180e562702a6920090d030e9d2370c34a06c4b584a742.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/033d409b215f4f7521d180e562702a6920090d030e9d2370c34a06c4b584a742.png,13.882944,42.52224,42.52224,TRAIN
49,https://storage.googleapis.com/multiclass_classification/wheat/detections/0355e00495e779a2f695eeac8d340d9babaf9d96e0e4559cbd9d21d690ea2345.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/0355e00495e779a2f695eeac8d340d9babaf9d96e0e4559cbd9d21d690ea2345.png,-11.78869,-24.592976,-24.592976,TRAIN
50,https://storage.googleapis.com/multiclass_classification/wheat/detections/035a987f13fd2ad00e8b13f46e59556a384873ace564ea7c56a3a78536f3e2b1.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/035a987f13fd2ad00e8b13f46e59556a384873ace564ea7c56a3a78536f3e2b1.png,-25.259104,2.7781298,2.7781298,TRAIN
51,https://storage.googleapis.com/multiclass_classification/wheat/detections/036dbbf1987954707fd9ab7ae8a2864d6267b7f32f4ef6612b53c329eeea665d.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/036dbbf1987954707fd9ab7ae8a2864d6267b7f32f4ef6612b53c329eeea665d.png,-26.957731,-8.285215,-8.285215,TRAIN
52,https://storage.googleapis.com/multiclass_classification/wheat/detections/037365b7ea9817f02dc84dcfe6cba7327f655b42e4bc9187930f2e6d125c5487.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/037365b7ea9817f02dc84dcfe6cba7327f655b42e4bc9187930f2e6d125c5487.png,13.849038,-21.558758,-21.558758,TRAIN
53,https://storage.googleapis.com/multiclass_classification/wheat/detections/0377384ef09bdc819435a67753e9ae20b2db2d4fe0e1b1ae391c7147057a3dfb.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/0377384ef09bdc819435a67753e9ae20b2db2d4fe0e1b1ae391c7147057a3dfb.png,8.163716,-44.187935,-44.187935,TRAIN
54,https://storage.googleapis.com/multiclass_classification/wheat/detections/0398b346fe634da840a82e22d9db6d53856abebfd4b1334db645d9146530fd35.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/0398b346fe634da840a82e22d9db6d53856abebfd4b1334db645d9146530fd35.png,-32.760307,-8.0903225,-8.0903225,TRAIN
55,https://storage.googleapis.com/multiclass_classification/wheat/detections/03a04d7c153d22e9cfd71f79e9ef0bbc0b7edfa31e308933c1403aa8e6df65ab.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/03a04d7c153d22e9cfd71f79e9ef0bbc0b7edfa31e308933c1403aa8e6df65ab.png,-1.1407247,-0.59248453,-0.59248453,TRAIN
56,https://storage.googleapis.com/multiclass_classification/wheat/detections/03c2b37b5e5facfbe1643979940487abaca20a58f6ca54a621b251f24fe86b51.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/03c2b37b5e5facfbe1643979940487abaca20a58f6ca54a621b251f24fe86b51.png,16.584208,-14.426246,-14.426246,TRAIN
57,https://storage.googleapis.com/multiclass_classification/wheat/detections/03cd9b012b19f3b6878187ad0a77b9464347ae43dacc631857bfffa175bcf80e.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/03cd9b012b19f3b6878187ad0a77b9464347ae43dacc631857bfffa175bcf80e.png,14.919622,-47.956234,-47.956234,TRAIN
58,https://storage.googleapis.com/multiclass_classification/wheat/detections/03dd3e5f33125b89db6540d983e9e38ade7d7c2d6ea9572ed0084ae27c374a1e.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/03dd3e5f33125b89db6540d983e9e38ade7d7c2d6ea9572ed0084ae27c374a1e.png,18.901016,-14.235309,-14.235309,TRAIN
59,https://storage.googleapis.com/multiclass_classification/wheat/detections/03e3b18d647eba8faf7c8e20b1b0cb64eb80a88b505df8f09a0eb7ab96ccd7cd.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/03e3b18d647eba8faf7c8e20b1b0cb64eb80a88b505df8f09a0eb7ab96ccd7cd.png,10.365174,30.856634,30.856634,TRAIN
60,https://storage.googleapis.com/multiclass_classification/wheat/detections/03f40a45d060d20124eeca49a7b7a920c09a1c2196f22029397a91ed60425b12.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/03f40a45d060d20124eeca49a7b7a920c09a1c2196f22029397a91ed60425b12.png,17.968353,-12.674668,-12.674668,TRAIN
61,https://storage.googleapis.com/multiclass_classification/wheat/detections/044b3f79bae7a2c9b76dcc464851ec035d972bb23bf44627014f2f7c0638c0aa.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/044b3f79bae7a2c9b76dcc464851ec035d972bb23bf44627014f2f7c0638c0aa.png,14.759339,-13.819774,-13.819774,TRAIN
62,https://storage.googleapis.com/multiclass_classification/wheat/detections/045562ea5456f1b2a535b08026a39f5f387eb1a4ca124ce9bf276d915511e24e.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/045562ea5456f1b2a535b08026a39f5f387eb1a4ca124ce9bf276d915511e24e.png,10.396226,30.992865,30.992865,TRAIN
63,https://storage.googleapis.com/multiclass_classification/wheat/detections/045af35b0b375bf5483d2ae3ce9238de1ac595d83ff9daf485c4f7afb2dd3b1c.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/045af35b0b375bf5483d2ae3ce9238de1ac595d83ff9daf485c4f7afb2dd3b1c.png,12.438296,1.8618358,1.8618358,TRAIN
64,https://storage.googleapis.com/multiclass_classification/wheat/detections/048c26139cd3c41e4ceb71c72686e6a1fc8e5809b3210f6b3c6eeddf9c24618b.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/048c26139cd3c41e4ceb71c72686e6a1fc8e5809b3210f6b3c6eeddf9c24618b.png,10.054882,-12.79865,-12.79865,TRAIN
65,https://storage.googleapis.com/multiclass_classification/wheat/detections/04a8029b74d9ccd47f47ddeef1c038d51401173b83e5ed002b992376c27fbdb1.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/04a8029b74d9ccd47f47ddeef1c038d51401173b83e5ed002b992376c27fbdb1.png,-19.430058,-39.889614,-39.889614,TRAIN
66,https://storage.googleapis.com/multiclass_classification/wheat/detections/04b110d44ad6458452cd0925e45ef840622e3582b8a4fe6841b927599d8734b8.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/04b110d44ad6458452cd0925e45ef840622e3582b8a4fe6841b927599d8734b8.png,-15.943541,-43.96443,-43.96443,TRAIN
67,https://storage.googleapis.com/multiclass_classification/wheat/detections/04c87074c3e325953d94eb8c273d62df5f7b871cd1522ab0b5b8def2c245d8d5.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/04c87074c3e325953d94eb8c273d62df5f7b871cd1522ab0b5b8def2c245d8d5.png,24.345839,26.809914,26.809914,TRAIN
68,https://storage.googleapis.com/multiclass_classification/wheat/detections/04da658a27a05d6b43d7d47192ae48599e1dddc43ed0d82230cb9c5344dfce65.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/04da658a27a05d6b43d7d47192ae48599e1dddc43ed0d82230cb9c5344dfce65.png,-2.4186554,-38.524326,-38.524326,TRAIN
69,https://storage.googleapis.com/multiclass_classification/wheat/detections/04e0ab7894c57654e12d823b8590edc13d930069d126d6c96fdfc3c5e041c40e.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/04e0ab7894c57654e12d823b8590edc13d930069d126d6c96fdfc3c5e041c40e.png,-9.520527,-27.384531,-27.384531,TRAIN
70,https://storage.googleapis.com/multiclass_classification/wheat/detections/04ecd8cb1860d67d03962996cdcdb2729fe7c63194e1714a3d2bb02bd078f695.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/04ecd8cb1860d67d03962996cdcdb2729fe7c63194e1714a3d2bb02bd078f695.png,35.813858,28.300053,28.300053,TRAIN
71,https://storage.googleapis.com/multiclass_classification/wheat/detections/0559a3b7feed6076401bbd36a92d8175cd9f87bcef7c50e6332790b5239b5fb2.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/0559a3b7feed6076401bbd36a92d8175cd9f87bcef7c50e6332790b5239b5fb2.png,4.1923847,-6.9075375,-6.9075375,TRAIN
72,https://storage.googleapis.com/multiclass_classification/wheat/detections/057653847540dc6ce0bbaa8b214c30c966fcc4cf38f85dc8ce9e3088fb90f31f.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/057653847540dc6ce0bbaa8b214c30c966fcc4cf38f85dc8ce9e3088fb90f31f.png,49.497368,-7.507575,-7.507575,TRAIN
73,https://storage.googleapis.com/multiclass_classification/wheat/detections/0588b6f9b0d09ced2672cffd34ab4d2bb5d755508f67c558b0f09ebd08ecbe77.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/0588b6f9b0d09ced2672cffd34ab4d2bb5d755508f67c558b0f09ebd08ecbe77.png,-46.654125,-22.320385,-22.320385,TRAIN
74,https://storage.googleapis.com/multiclass_classification/wheat/detections/05a8753a6850b70232ab6ae439a8262d2c34a6f0c9fb7b6e7050fef3e2a815ea.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/05a8753a6850b70232ab6ae439a8262d2c34a6f0c9fb7b6e7050fef3e2a815ea.png,1.3565553,1.3331478,1.3331478,TRAIN
75,https://storage.googleapis.com/multiclass_classification/wheat/detections/05afa306b7296c3b4a23cbb530e444b7f0834707066a686b338cd92c3bcddfa9.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/05afa306b7296c3b4a23cbb530e444b7f0834707066a686b338cd92c3bcddfa9.png,16.899904,-20.145138,-20.145138,TRAIN
76,https://storage.googleapis.com/multiclass_classification/wheat/detections/05d4a6edcb2de1ccc210abb63e3dfdb19f57b645bcefdb8009fe916270adcfd3.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/05d4a6edcb2de1ccc210abb63e3dfdb19f57b645bcefdb8009fe916270adcfd3.png,14.8102665,-14.968948,-14.968948,TRAIN
77,https://storage.googleapis.com/multiclass_classification/wheat/detections/05e7a995f7150b66e8db974c2610b1c6ed7ee3f73afca7b19c568f51c46bd644.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/05e7a995f7150b66e8db974c2610b1c6ed7ee3f73afca7b19c568f51c46bd644.png,11.565575,-34.08903,-34.08903,TRAIN
78,https://storage.googleapis.com/multiclass_classification/wheat/detections/05f7f71d829a0d4d8d19878692a892f471bc8058cb5d1b45e4245d8f46427950.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/05f7f71d829a0d4d8d19878692a892f471bc8058cb5d1b45e4245d8f46427950.png,-45.17592,-23.8986,-23.8986,TRAIN
79,https://storage.googleapis.com/multiclass_classification/wheat/detections/063566526bb45d5daa82f47802941a0384db5273591c50030c241d9d33917233.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/063566526bb45d5daa82f47802941a0384db5273591c50030c241d9d33917233.png,-3.5219264,-23.56513,-23.56513,TRAIN
80,https://storage.googleapis.com/multiclass_classification/wheat/detections/0638349a54af6521a9b3c61d1ec91e865ea0787f6340787382bbf18e1612d73a.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/0638349a54af6521a9b3c61d1ec91e865ea0787f6340787382bbf18e1612d73a.png,-4.7994947,-18.966442,-18.966442,TRAIN
81,https://storage.googleapis.com/multiclass_classification/wheat/detections/0647f32a8a49bc43a135985273f3fdcb31867e9b6c4eee5aa5d48e1aaea9ebfe.png,https://storage.googleapis.com/multiclass_classification/wheat/detections2/0647f32a8a49bc43a135985273f3fdcb31867e9b6c4eee5aa5d48e1aaea9ebfe.png,-42.706745,-25.48086,-25.48086,TRAIN
